word,normalized_word,phonetic_uk,phonetic_us,source,status,confidence,review_note,occurrence_count,sample_occurrences
In'telrdsans,intelrdsans,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/八年级下/Unit 3
intend,intend,/ˌɪnˈtend/,/ˌɪnˈtend/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级下/Module 8
intensity,intensity,/ɪnˈtensəti/,/ɪnˈtensəti/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 6
interaction,interaction,/ˌɪntəˈækʃən/,/ˌɪntərˈækʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级上/Unit 4|冀教版/九年级全一册/Unit 7
interactive,interactive,/ˌɪntəˈæktɪv/,/ˌɪntərˈæktɪv/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 6
interest,interest,/ˈɪntrəst/,/ˈɪntrəst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,沪教版/七年级下/Unit 8|沪教版/七年级下/Unit 8|冀教版/七年级下/Unit 4|教科版/七年级下/Unit 4|科普版/八年级上/Unit 5
interested,interested,/ˈɪntrəstɪd/,/ˈɪntrəstɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/七年级上/Unit 4|冀教版/八年级上/Unit 1|科普版/八年级上/Unit 1|人教版/七年级上/Unit 6|译林版/七年级上/Unit 1
interested in,interestedin,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级上/Unit 6
intermission,intermission,/ˌɪntəˈmɪʃən/,/ˌɪntərˈmɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 5
international,international,/ˌɪntəˈnæʃənəl/,/ˌɪntərˈnæʃənəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/七年级下/Unit 3|北师大版/九年级全一册/Unit 4|北师大版/九年级全一册/Unit 9|沪教版/八年级上/Unit 4|沪教版/八年级上/Unit 8
"international ,Into'najnal",internationalintonajnal,/adji.国 际的 * soldier /,/adji.国 际的 * soldier /,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/八年级上/Unit 6
international space station,internationalspacestation,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,北师大版/九年级全一册/Unit 4|北师大版/九年级全一册/Unit 9
international trade,internationaltrade,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级上/Unit 4|沪教版/八年级上/Unit 8
interpersonal,interpersonal,/ˌɪntəˈpɜːsənəl/,/ˌɪntərˈpɜːrsənəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级上/Unit 7|冀教版/九年级全一册/Unit 9
interpretation,interpretation,/ˌɪnˌtɜːprɪˈteɪʃən/,/ˌɪnˌtɜːrprɪˈteɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 5
interpreter,interpreter,/ˌɪnˈtɜːprətə/,/ˌɪnˈtɜːrprətər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 3
interrupt,interrupt,/ˌɪntəˈʌpt/,/ˌɪntərˈʌpt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/八年级下/Unit 2
interval,interval,/ˈɪntəvəl/,/ˈɪntərvəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 4
interview,interview,/ˈɪntəˌvjuː/,/ˈɪntərˌvjuː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/七年级下/Lesson 2|沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|沪外教版/七年级下/Unit 3|冀教版/七年级下/Unit 5
interviewer,interviewer,/ˈɪntəˌvjuːə/,/ˈɪntərˌvjuːər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪外教版/八年级上/Unit 2|人教版/八年级下/Unit 8|译林版/八年级下/Unit 7
in that case,inthatcase,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 9
in the centre of,inthecentreof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级上/Unit 6|沪教版/七年级上/Unit 8
in the city centre,inthecitycentre,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/八年级下/Unit 6
in the end,intheend,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,北师大版/八年级上/Lesson 3|人教版/七年级下/Unit 8
in the face of,inthefaceof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪外教版/八年级下/Unit 7|译林版/七年级下/Unit 8
in the field of,inthefieldof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级下/Unit 7|沪教版/七年级下/Unit 8
in the form of,intheformof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级下/Unit 4
in the future,inthefuture,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,4,沪教版/七年级下/Unit 1|沪教版/七年级下/Unit 8|人教版/七年级上/Unit 4|译林版/七年级上/Unit 2
in the hope of,inthehopeof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级上/Unit 8
in the middle,inthemiddle,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级上/Unit 3
in the middle of,inthemiddleof,/emporr/,/emporr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/九年级下/Unit 1
in the mood,inthemood,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级下/Unit 4|沪教版/八年级下/Unit 8
in the shape of,intheshapeof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级下/Unit 3|沪教版/八年级下/Unit 8
in the sun,inthesun,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级上/Unit 1
in the wild,inthewild,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/七年级下/Unit 2|沪教版/七年级下/Unit 8|译林版/八年级上/Unit 5
in time,intime,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,科普版/九年级下/Unit 6|人教版/八年级下/Unit 7
into,into,/ˈɪntuː/,/ˈɪntuː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/八年级上/Lesson 2|冀教版/七年级上/Unit 7|教科版/七年级上/Unit 7|科普版/七年级下/Unit 8|人教版/七年级下/Unit 7
in total,intotal,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 9
introduce,introduce,/ˌɪntrəˈduːs/,/ˌɪntrəˈduːs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级上/Lesson 3|沪外教版/七年级上/Unit 6|冀教版/八年级上/Unit 1|科普版/七年级下/Unit 8|科普版/九年级下/Unit 5
introduction,introduction,/ˌɪntrəˈdʌkʃən/,/ˌɪntrəˈdʌkʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/七年级上/Unit 5|沪教版/七年级上/Unit 8|冀教版/九年级全一册/Unit 2|人教版/八年级下/Unit 7|人教版/九年级全一册/Unit 4
in trouble,introuble,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 5
in vain,invain,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/八年级下/Unit 8
invent,invent,/ˌɪnˈvent/,/ˌɪnˈvent/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/九年级全一册/Lesson 9|北师大版/九年级全一册/Unit 9|沪外教版/七年级上/Unit 7|冀教版/八年级下/Unit 5|科普版/八年级下/Unit 8
invention,invention,/ˌɪnˈvenʃən/,/ˌɪnˈvenʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,沪外教版/七年级上/Unit 6|冀教版/八年级下/Unit 5|科普版/八年级下/Unit 8|科普版/九年级上/Unit 4|外研版/八年级上/Unit 3
inventive,inventive,/ˌɪnˈventɪv/,/ˌɪnˈventɪv/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/七年级上/Unit 6
inventor,inventor,/ˌɪnˈventə/,/ˌɪnˈventər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/九年级全一册/Unit 3|北师大版/九年级全一册/Unit 9|沪外教版/七年级上/Unit 6|外研版/八年级上/Unit 3|译林版/八年级上/Unit 3
investigate,investigate,/ˌɪnˈvestəˌɡeɪt/,/ˌɪnˈvestəˌɡeɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 2
investigation,investigation,/ˌɪnˌvestəˈɡeɪʃən/,/ˌɪnˌvestəˈɡeɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
investment,investment,/ˌɪnˈvestmənt/,/ˌɪnˈvestmənt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 3
invitation,invitation,/ˌɪnvɪˈteɪʃən/,/ˌɪnvɪˈteɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/八年级上/Lesson 3|沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8|外研版/九年级下/Module 6
invite,invite,/ˌɪnˈvaɪt/,/ˌɪnˈvaɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/七年级下/Lesson 3|沪教版/九年级上/Unit 3|沪教版/九年级上/Unit 8|冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8
involve,involve,/ˌɪnˈvɑːlv/,/ˌɪnˈvɑːlv/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/九年级全一册/Unit 6|人教版/九年级全一册/Unit 2
in your dreams,inyourdreams,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级上/Unit 7
iodine,iodine,/ˈaɪəˌdaɪn/,/ˈaɪəˌdaɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 4
Ipot,ipot,/ u /,/ u /,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/七年级下/Book Vocabulary|沪教版/八年级下/Book Vocabulary
IQ,iq,/ˈaɪˈkjuː/,/ˈaɪˈkjuː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级下/Lesson 2
Iranian,iranian,/ˌɪˈrɑːniən/,/ˌɪˈrɑːniən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/七年级下/Unit 3
Ireland,ireland,/ˈaɪələnd/,/ˈaɪərlənd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级上/Unit 3
iron,iron,/ˈaɪən/,/ˈaɪərn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪教版/九年级上/Unit 3|沪教版/九年级上/Unit 8|科普版/九年级下/Unit 5|人教版/九年级全一册/Unit 9|外研版/八年级上/Unit 6
Iron Hammer,ironhammer,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/八年级上/Lesson 3
irrigation,irrigation,/ˌɪrəˈɡeɪʃən/,/ˌɪrəˈɡeɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 2
island,island,/ˈaɪlənd/,/ˈaɪlənd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级下/Lesson 1|沪教版/七年级上/Unit 5|沪教版/七年级上/Unit 8|冀教版/八年级上/Unit 6|科普版/七年级下/Unit 9
isteits,isteits,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/八年级上/Unit 1
IT,it,/ˈɪt/,/ˈɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,人教版/七年级上/Unit 4|译林版/九年级下/Unit 1
Italian,italian,/ˌɪˈtæljən/,/ˌɪˈtæljən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级上/Lesson 3|北师大版/九年级全一册/Lesson 7|沪外教版/七年级上/Unit 8|人教版/八年级下/Unit 1|人教版/九年级全一册/Unit 3
Italy,italy,/ˈɪtəli/,/ˈɪtəli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,北师大版/七年级上/Lesson 3|沪外教版/七年级上/Unit 8|人教版/九年级全一册/Unit 9
it as formal subject it,itasformalsubjectit,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级上/Unit 8
item,item,/ˈaɪtəm/,/ˈaɪtəm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,科普版/七年级下/Unit 9|人教版/八年级上/Unit 5
its,its,/ˈɪts/,/ˈɪts/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 5
itself,itself,/ˌɪtˈself/,/ˌɪtˈself/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/八年级上/Lesson 1|沪外教版/七年级下/Unit 4|冀教版/九年级全一册/Unit 9|科普版/七年级下/Unit 9|外研版/七年级上/Unit 5
Iuckily,iuckily,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级下/Unit 7
Iunar,iunar,/lu:nar/,/lu:nar/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/七年级上/Unit 7|教科版/七年级上/Unit 7
Iung,iung,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/七年级下/Unit 5
ivory,ivory,/ˈaɪvəi/,/ˈaɪvəri/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级下/Unit 1
Iyrics,iyrics,/liriks/,/liriks/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 5
Jack,jack,/ˈdʒæk/,/ˈdʒæk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/七年级上/Unit 3
jacket,jacket,/ˈdʒækət/,/ˈdʒækət/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级上/Unit 2|北师大版/九年级全一册/Unit 5|北师大版/九年级全一册/Unit 9|冀教版/八年级下/Unit 1|科普版/八年级下/Unit 9
jade,jade,/ˈdʒeɪd/,/ˈdʒeɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪外教版/九年级上/Unit 2|冀教版/七年级上/Unit 6|教科版/七年级上/Unit 6
James,james,/ˈdʒeɪmz/,/ˈdʒeɪmz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/七年级上/Lesson 3|冀教版/九年级全一册/Unit 3|人教版/八年级下/Unit 2|人教版/九年级全一册/Unit 6
Jan,jan,/ˈdʒæn/,/ˈdʒæn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级上/Lesson 3
Jane,jane,/ˈdʒeɪn/,/ˈdʒeɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/七年级上/Unit 3
January,january,/ˈdʒænjuːˌeri/,/ˈdʒænjuːˌeri/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级下/Lesson 1
Janusz,janusz,/ˈjɑːnʊʃ/,/ˈjɑːnʊʃ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级上/Lesson 3
Japan,japan,/dʒəˈpæn/,/dʒəˈpæn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,人教版/八年级下/Unit 5|外研版/九年级上/Module 8
Japanese,japanese,/ˌdʒæpəˈniːz/,/ˌdʒæpəˈniːz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/九年级全一册/Unit 1|北师大版/九年级全一册/Unit 9|译林版/八年级上/Unit 2|译林版/九年级下/Unit 1
jar,jar,/ˈdʒɑː/,/ˈdʒɑːr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/九年级全一册/Unit 5|科普版/八年级下/Unit 9
jasmine,jasmine,/ˈdʒæzmən/,/ˈdʒæzmən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级上/Unit 4
Jason,jason,/ˈdʒeɪsən/,/ˈdʒeɪsən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,北师大版/七年级下/Lesson 3|人教版/八年级上/Unit 6|人教版/九年级全一册/Unit 9
Java,java,/ˈdʒɑːvə/,/ˈdʒɑːvə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Book Vocabulary
Jawyer,jawyer,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级下/Unit 2
Jean,jean,/ˈdʒiːn/,/ˈdʒiːn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 8
jeans,jeans,/ˈdʒiːnz/,/ˈdʒiːnz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/七年级下/Lesson 2|冀教版/八年级下/Unit 1|人教版/八年级下/Unit 6|外研版/八年级上/Unit 6|译林版/七年级上/Unit 6
Jeff,jeff,/ˈdʒef/,/ˈdʒef/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/八年级下/Unit 2
Jenna,jenna,/ˈdʒenə/,/ˈdʒenə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级上/Lesson 3
Jennifer,jennifer,/ˈdʒenəfə/,/ˈdʒenəfər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级上/Unit 7
Jenny,jenny,/ˈdʒeni/,/ˈdʒeni/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级上/Unit 5
Jerry,jerry,/ˈdʒeri/,/ˈdʒeri/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 4
Jessica,jessica,/ˈdʒesɪkə/,/ˈdʒesɪkə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 9
jeweled,jeweled,/'dgu:old/,/'dgu:old/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级下/Unit 6
Ji-Hoon,jihoon,/'dsi: hu:n/,/'dsi: hu:n/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 6
Jim,jim,/ˈdʒɪm/,/ˈdʒɪm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/七年级上/Unit 3
J.K.,jk,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 8
JK.Rowling,jkrowling,/rauli/,/rauli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 8
Joe,joe,/ˈdʒəʊ/,/ˈdʒoʊ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级下/Lesson 3
jog,jog,/ˈdʒɑːɡ/,/ˈdʒɑːɡ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/八年级下/Lesson 3|科普版/八年级上/Unit 4|人教版/七年级下/Unit 3|外研版/七年级下/Unit 4|译林版/七年级上/Unit 4
jogging,jogging,/ˈdʒɑːɡɪŋ/,/ˈdʒɑːɡɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,科普版/八年级上/Unit 3|译林版/七年级上/Unit 2
John,john,/ˈdʒɑːn/,/ˈdʒɑːn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/七年级下/Unit 6
join,join,/ˈdʒɔɪn/,/ˈdʒɔɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/七年级上/Lesson 2|沪教版/七年级上/Unit 7|沪教版/七年级上/Unit 8|沪外教版/七年级上/Unit 2|冀教版/七年级上/Unit 1
join in,joinin,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,4,沪教版/七年级下/Unit 8|沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8|沪外教版/七年级上/Unit 4
joke,joke,/ˈdʒəʊk/,/ˈdʒoʊk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪教版/八年级上/Unit 6|沪教版/八年级上/Unit 8|人教版/八年级上/Unit 2|外研版/七年级上/Unit 3|译林版/八年级上/Unit 1
Jolin,jolin,/ˈdʒəʊlɪn/,/ˈdʒoʊlɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级下/Lesson 3
Jonathan Swift,jonathanswift,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级下/Unit 6
Jones,jones,/ˈdʒəʊnz/,/ˈdʒoʊnz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/八年级上/Unit 8
jot down,jotdown,/frerz/,/frerz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/九年级全一册/Lesson 3|北师大版/九年级全一册/Unit 9
journey,journey,/ˈdʒɜːni/,/ˈdʒɜːrni/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,沪教版/七年级下/Unit 5|沪教版/七年级下/Unit 8|沪外教版/七年级上/Unit 1|冀教版/七年级下/Unit 8|教科版/七年级下/Unit 8
Journey to the West《,journeytothewest,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 7
joy,joy,/ˈdʒɔɪ/,/ˈdʒɔɪ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/八年级下/Unit 1|沪教版/八年级下/Unit 8|沪外教版/八年级上/Unit 5|冀教版/八年级下/Unit 3|人教版/八年级上/Unit 2
joyful,joyful,/ˈdʒɔɪfəl/,/ˈdʒɔɪfəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 3
judge,judge,/ˈdʒʌdʒ/,/ˈdʒʌdʒ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/七年级下/Unit 5|人教版/九年级全一册/Unit 5
judgement,judgement,/ˈdʒʌdʒmənt/,/ˈdʒʌdʒmənt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/八年级上/Lesson 1|沪外教版/九年级下/Book Vocabulary
Judy,judy,/ˈdʒuːdi/,/ˈdʒuːdi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级上/Unit 7
juicy,juicy,/ˈdʒuːsi/,/ˈdʒuːsi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/九年级全一册/Lesson 6|北师大版/九年级全一册/Unit 9
Julie,julie,/ˈdʒuːli/,/ˈdʒuːli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/八年级上/Unit 3
jump rope,jumprope,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪外教版/七年级下/Unit 8|人教版/七年级下/Unit 3
jump the line,jumptheline,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/八年级下/Unit 5
jump the queue,jumpthequeue,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级下/Unit 2
jungle,jungle,/ˈdʒʌŋɡəl/,/ˈdʒʌŋɡəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级上/Unit 6
junior,junior,/ˈdʒuːnjə/,/ˈdʒuːnjər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,冀教版/七年级下/Unit 2|教科版/七年级下/Unit 2|科普版/八年级上/Unit 4|译林版/八年级上/Unit 2
junior high,juniorhigh,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/七年级上/Book Vocabulary
junior high school,juniorhighschool,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/七年级上/Unit 2|沪教版/七年级上/Unit 8|科普版/八年级上/Unit 4
junk food,junkfood,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪外教版/七年级上/Unit 3|科普版/八年级上/Unit 3
Jupiter,jupiter,/ˈdʒuːpətə/,/ˈdʒuːpətər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级上/Unit 6
just,just,/ˈdʒʌst/,/ˈdʒʌst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级上/Lesson 3|沪教版/七年级上/Unit 2|沪教版/七年级上/Unit 8|冀教版/七年级上/Unit 3|教科版/七年级上/Unit 3
Kaito,kaito,/'kauto/,/'kauto/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 6
