word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
on time,ontime,o|n|t|i|m|e,待复核|/n/|/t/|待复核|/m/|silent,letter:o|letter:n|letter:t|letter:i|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
onto,onto,o|n|t|o,待复核|/n/|/t/|待复核,letter:o|letter:n|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
on top of,ontopof,o|n|t|o|p|o|f,待复核|/n/|/t/|待复核|/p/|待复核|/f/,letter:o|letter:n|letter:t|letter:o|letter:p|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
on top ofthe world,ontopoftheworld,o|n|t|o|p|o|f|th|e|w|or|l|d,待复核|/n/|/t/|待复核|/p/|待复核|/f/|待复核|待复核|/w/|/ɔː/|/l/|/d/,letter:o|letter:n|letter:t|letter:o|letter:p|letter:o|letter:f|grapheme:th|letter:e|letter:w|grapheme:or|letter:l|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
on weekdays,onweekdays,o|n|w|ee|k|d|ay|s,待复核|/n/|/w/|/iː/|/k/|/d/|/eɪ/|待复核,letter:o|letter:n|letter:w|grapheme:ee|letter:k|letter:d|grapheme:ay|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
oods,oods,oo|d|s,待复核|/d/|待复核,grapheme:oo|letter:d|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
opening,opening,o|p|e|n|i|ng,待复核|/p/|待复核|/n/|待复核|/ŋ/,letter:o|letter:p|letter:e|letter:n|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
openly,openly,o|p|e|n|l|y,待复核|/p/|待复核|/n/|/l/|待复核,letter:o|letter:p|letter:e|letter:n|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
open up,openup,o|p|e|n|u|p,待复核|/p/|待复核|/n/|待复核|/p/,letter:o|letter:p|letter:e|letter:n|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
opera,opera,o|p|er|a,待复核|/p/|/ə/|待复核,letter:o|letter:p|grapheme:er|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
operate,operate,o|p|er|a|t|e,待复核|/p/|/ə/|待复核|/t/|silent,letter:o|letter:p|grapheme:er|letter:a|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
operate on(,operateon,o|p|er|a|t|e|o|n,待复核|/p/|/ə/|待复核|/t/|待复核|待复核|/n/,letter:o|letter:p|grapheme:er|letter:a|letter:t|letter:e|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
operation,operation,o|p|er|a|t|i|o|n,待复核|/p/|/ə/|待复核|/t/|待复核|待复核|/n/,letter:o|letter:p|grapheme:er|letter:a|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
opinion,opinion,o|p|i|n|i|o|n,待复核|/p/|待复核|/n/|待复核|待复核|/n/,letter:o|letter:p|letter:i|letter:n|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
opportunity,opportunity,o|p|p|or|t|u|n|i|t|y,待复核|/p/|/p/|/ɔː/|/t/|待复核|/n/|待复核|/t/|待复核,letter:o|letter:p|letter:p|grapheme:or|letter:t|letter:u|letter:n|letter:i|letter:t|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
opposite,opposite,o|p|p|o|s|i|t|e,待复核|/p/|/p/|待复核|待复核|待复核|/t/|silent,letter:o|letter:p|letter:p|letter:o|letter:s|letter:i|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
option,option,o|p|t|i|o|n,待复核|/p/|/t/|待复核|待复核|/n/,letter:o|letter:p|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
optional,optional,o|p|t|i|o|n|a|l,待复核|/p/|/t/|待复核|待复核|/n/|待复核|/l/,letter:o|letter:p|letter:t|letter:i|letter:o|letter:n|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
or,or,or,/ɔː/,grapheme:or,candidate,medium,规则候选，需抽检后改为 reviewed
oral,oral,or|a|l,/ɔː/|待复核|/l/,grapheme:or|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
order,order,or|d|er,/ɔː/|/d/|/ə/,grapheme:or|letter:d|grapheme:er,candidate,medium,规则候选，需抽检后改为 reviewed
ordinal num.,ordinalnum,or|d|i|n|a|l|n|u|m,/ɔː/|/d/|待复核|/n/|待复核|/l/|/n/|待复核|/m/,grapheme:or|letter:d|letter:i|letter:n|letter:a|letter:l|letter:n|letter:u|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
ordinary,ordinary,or|d|i|n|ar|y,/ɔː/|/d/|待复核|/n/|/ɑː/|待复核,grapheme:or|letter:d|letter:i|letter:n|grapheme:ar|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
ore,ore,or|e,/ɔː/|silent,grapheme:or|silent-e,candidate,medium,规则候选，需抽检后改为 reviewed
organ,organ,or|g|a|n,/ɔː/|待复核|待复核|/n/,grapheme:or|letter:g|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
organic,organic,or|g|a|n|i|c,/ɔː/|待复核|待复核|/n/|待复核|待复核,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
organisation,organisation,or|g|a|n|i|s|a|t|i|o|n,/ɔː/|待复核|待复核|/n/|待复核|待复核|待复核|/t/|待复核|待复核|/n/,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:s|letter:a|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
organise,organise,or|g|a|n|i|s|e,/ɔː/|待复核|待复核|/n/|待复核|待复核|silent,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
organised,organised,or|g|a|n|i|s|e|d,/ɔː/|待复核|待复核|/n/|待复核|待复核|待复核|/d/,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:s|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
organization,organization,or|g|a|n|i|z|a|t|i|o|n,/ɔː/|待复核|待复核|/n/|待复核|/z/|待复核|/t/|待复核|待复核|/n/,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:z|letter:a|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
organize,organize,or|g|a|n|i|z|e,/ɔː/|待复核|待复核|/n/|待复核|/z/|silent,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:z|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
organized,organized,or|g|a|n|i|z|e|d,/ɔː/|待复核|待复核|/n/|待复核|/z/|待复核|/d/,grapheme:or|letter:g|letter:a|letter:n|letter:i|letter:z|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
original,original,or|i|g|i|n|a|l,/ɔː/|待复核|待复核|待复核|/n/|待复核|/l/,grapheme:or|letter:i|letter:g|letter:i|letter:n|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
Orson,orson,or|s|o|n,/ɔː/|待复核|待复核|/n/,grapheme:or|letter:s|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Oscar,oscar,o|s|c|ar,待复核|待复核|待复核|/ɑː/,letter:o|letter:s|letter:c|grapheme:ar,needs_review,low,含多音字母或多音字母组合，需教研确认
other,other,o|th|er,待复核|待复核|/ə/,letter:o|grapheme:th|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
other than,otherthan,o|th|er|th|a|n,待复核|待复核|/ə/|待复核|待复核|/n/,letter:o|grapheme:th|grapheme:er|grapheme:th|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
otherwise,otherwise,o|th|er|w|i|s|e,待复核|待复核|/ə/|/w/|待复核|待复核|silent,letter:o|grapheme:th|grapheme:er|letter:w|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Ottawa,ottawa,o|t|t|a|w|a,待复核|/t/|/t/|待复核|/w/|待复核,letter:o|letter:t|letter:t|letter:a|letter:w|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
ouch,ouch,ou|ch,待复核|/tʃ/,grapheme:ou|grapheme:ch,needs_review,low,含多音字母或多音字母组合，需教研确认
oughtto,oughtto,ough|t|t|o,待复核|/t/|/t/|待复核,grapheme:ough|letter:t|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
ours,ours,ou|r|s,待复核|/r/|待复核,grapheme:ou|letter:r|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
ourselves,ourselves,ou|r|s|e|l|v|e|s,待复核|/r/|待复核|待复核|/l/|/v/|待复核|待复核,grapheme:ou|letter:r|letter:s|letter:e|letter:l|letter:v|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
outdoor,outdoor,ou|t|d|oo|r,待复核|/t/|/d/|待复核|/r/,grapheme:ou|letter:t|letter:d|grapheme:oo|letter:r,needs_review,low,含多音字母或多音字母组合，需教研确认
outdoors,outdoors,ou|t|d|oo|r|s,待复核|/t/|/d/|待复核|/r/|待复核,grapheme:ou|letter:t|letter:d|grapheme:oo|letter:r|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
outdoors (astido:z/ adv.,outdoorsastidozadv,ou|t|d|oo|r|s|a|s|t|i|d|o|z|a|d|v,待复核|/t/|/d/|待复核|/r/|待复核|待复核|待复核|/t/|待复核|/d/|待复核|/z/|待复核|/d/|/v/,grapheme:ou|letter:t|letter:d|grapheme:oo|letter:r|letter:s|letter:a|letter:s|letter:t|letter:i|letter:d|letter:o|letter:z|letter:a|letter:d|letter:v,needs_review,low,含多音字母或多音字母组合，需教研确认
outer,outer,ou|t|er,待复核|/t/|/ə/,grapheme:ou|letter:t|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
outer space,outerspace,ou|t|er|s|p|a|c|e,待复核|/t/|/ə/|待复核|/p/|待复核|待复核|silent,grapheme:ou|letter:t|grapheme:er|letter:s|letter:p|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
outer space(=space),outerspacespace,ou|t|er|s|p|a|c|e|s|p|a|c|e,待复核|/t/|/ə/|待复核|/p/|待复核|待复核|待复核|待复核|/p/|待复核|待复核|silent,grapheme:ou|letter:t|grapheme:er|letter:s|letter:p|letter:a|letter:c|letter:e|letter:s|letter:p|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
outgoing,outgoing,ou|t|g|oi|ng,待复核|/t/|待复核|/ɔɪ/|/ŋ/,grapheme:ou|letter:t|letter:g|grapheme:oi|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
outing,outing,ou|t|i|ng,待复核|/t/|待复核|/ŋ/,grapheme:ou|letter:t|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
Outlaws,outlaws,ou|t|l|a|w|s,待复核|/t/|/l/|待复核|/w/|待复核,grapheme:ou|letter:t|letter:l|letter:a|letter:w|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
out of breath,outofbreath,ou|t|o|f|b|r|ea|th,待复核|/t/|待复核|/f/|/b/|/r/|待复核|待复核,grapheme:ou|letter:t|letter:o|letter:f|letter:b|letter:r|grapheme:ea|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
out of control,outofcontrol,ou|t|o|f|c|o|n|t|r|o|l,待复核|/t/|待复核|/f/|待复核|待复核|/n/|/t/|/r/|待复核|/l/,grapheme:ou|letter:t|letter:o|letter:f|letter:c|letter:o|letter:n|letter:t|letter:r|letter:o|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
out of date,outofdate,ou|t|o|f|d|a|t|e,待复核|/t/|待复核|/f/|/d/|待复核|/t/|silent,grapheme:ou|letter:t|letter:o|letter:f|letter:d|letter:a|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
out of place,outofplace,ou|t|o|f|p|l|a|c|e,待复核|/t/|待复核|/f/|/p/|/l/|待复核|待复核|silent,grapheme:ou|letter:t|letter:o|letter:f|letter:p|letter:l|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
outside,outside,ou|t|s|i|d|e,待复核|/t/|待复核|待复核|/d/|silent,grapheme:ou|letter:t|letter:s|letter:i|letter:d|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
oven,oven,o|v|e|n,待复核|/v/|待复核|/n/,letter:o|letter:v|letter:e|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
over,over,o|v|er,待复核|/v/|/ə/,letter:o|letter:v|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
overall,overall,o|v|er|a|l|l,待复核|/v/|/ə/|待复核|/l/|/l/,letter:o|letter:v|grapheme:er|letter:a|letter:l|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
overcoat,overcoat,o|v|er|c|oa|t,待复核|/v/|/ə/|待复核|/əʊ/|/t/,letter:o|letter:v|grapheme:er|letter:c|grapheme:oa|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
overcome,overcome,o|v|er|c|o|m|e,待复核|/v/|/ə/|待复核|待复核|/m/|silent,letter:o|letter:v|grapheme:er|letter:c|letter:o|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
overflow,overflow,o|v|er|f|l|ow,待复核|/v/|/ə/|/f/|/l/|待复核,letter:o|letter:v|grapheme:er|letter:f|letter:l|grapheme:ow,needs_review,low,含多音字母或多音字母组合，需教研确认
overlook,overlook,o|v|er|l|oo|k,待复核|/v/|/ə/|/l/|待复核|/k/,letter:o|letter:v|grapheme:er|letter:l|grapheme:oo|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
overnight,overnight,o|v|er|n|igh|t,待复核|/v/|/ə/|/n/|/aɪ/|/t/,letter:o|letter:v|grapheme:er|letter:n|grapheme:igh|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
overreact,overreact,o|v|er|r|ea|c|t,待复核|/v/|/ə/|/r/|待复核|待复核|/t/,letter:o|letter:v|grapheme:er|letter:r|grapheme:ea|letter:c|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
overseas,overseas,o|v|er|s|ea|s,待复核|/v/|/ə/|待复核|待复核|待复核,letter:o|letter:v|grapheme:er|letter:s|grapheme:ea|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
oversleep,oversleep,o|v|er|s|l|ee|p,待复核|/v/|/ə/|待复核|/l/|/iː/|/p/,letter:o|letter:v|grapheme:er|letter:s|letter:l|grapheme:ee|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
overtake,overtake,o|v|er|t|a|k|e,待复核|/v/|/ə/|/t/|待复核|/k/|silent,letter:o|letter:v|grapheme:er|letter:t|letter:a|letter:k|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
over there,overthere,o|v|er|th|er|e,待复核|/v/|/ə/|待复核|/ə/|silent,letter:o|letter:v|grapheme:er|grapheme:th|grapheme:er|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
overweight,overweight,o|v|er|w|eigh|t,待复核|/v/|/ə/|/w/|/eɪ/|/t/,letter:o|letter:v|grapheme:er|letter:w|grapheme:eigh|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
own,own,ow|n,待复核|/n/,grapheme:ow|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
owner,owner,ow|n|er,待复核|/n/|/ə/,grapheme:ow|letter:n|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
own laun,ownlaun,ow|n|l|a|u|n,待复核|/n/|/l/|待复核|待复核|/n/,grapheme:ow|letter:n|letter:l|letter:a|letter:u|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Oxford,oxford,o|x|f|or|d,待复核|/ks/|/f/|/ɔː/|/d/,letter:o|letter:x|letter:f|grapheme:or|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
oxygen,oxygen,o|x|y|g|e|n,待复核|/ks/|待复核|待复核|待复核|/n/,letter:o|letter:x|letter:y|letter:g|letter:e|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Oz,oz,o|z,待复核|/z/,letter:o|letter:z,needs_review,low,含多音字母或多音字母组合，需教研确认
ozone layer,ozonelayer,o|z|o|n|e|l|ay|er,待复核|/z/|待复核|/n/|待复核|/l/|/eɪ/|/ə/,letter:o|letter:z|letter:o|letter:n|letter:e|letter:l|grapheme:ay|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
Pacific,pacific,p|a|c|i|f|i|c,/p/|待复核|待复核|待复核|/f/|待复核|待复核,letter:p|letter:a|letter:c|letter:i|letter:f|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
Pacific Ocean,pacificocean,p|a|c|i|f|i|c|o|c|ea|n,/p/|待复核|待复核|待复核|/f/|待复核|待复核|待复核|待复核|待复核|/n/,letter:p|letter:a|letter:c|letter:i|letter:f|letter:i|letter:c|letter:o|letter:c|grapheme:ea|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pack,pack,p|a|ck,/p/|待复核|/k/,letter:p|letter:a|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
package,package,p|a|ck|a|g|e,/p/|待复核|/k/|待复核|待复核|silent,letter:p|letter:a|grapheme:ck|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
packed lunch,packedlunch,p|a|ck|e|d|l|u|n|ch,/p/|待复核|/k/|待复核|/d/|/l/|待复核|/n/|/tʃ/,letter:p|letter:a|grapheme:ck|letter:e|letter:d|letter:l|letter:u|letter:n|grapheme:ch,needs_review,low,含多音字母或多音字母组合，需教研确认
packet,packet,p|a|ck|e|t,/p/|待复核|/k/|待复核|/t/,letter:p|letter:a|grapheme:ck|letter:e|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pack up,packup,p|a|ck|u|p,/p/|待复核|/k/|待复核|/p/,letter:p|letter:a|grapheme:ck|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
page,page,p|a|g|e,/p/|待复核|待复核|silent,letter:p|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pagoda,pagoda,p|a|g|o|d|a,/p/|待复核|待复核|待复核|/d/|待复核,letter:p|letter:a|letter:g|letter:o|letter:d|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
pain,pain,p|ai|n,/p/|/eɪ/|/n/,letter:p|grapheme:ai|letter:n,candidate,medium,规则候选，需抽检后改为 reviewed
painful,painful,p|ai|n|f|u|l,/p/|/eɪ/|/n/|/f/|待复核|/l/,letter:p|grapheme:ai|letter:n|letter:f|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
paint,paint,p|ai|n|t,/p/|/eɪ/|/n/|/t/,letter:p|grapheme:ai|letter:n|letter:t,candidate,medium,规则候选，需抽检后改为 reviewed
paintbrush,paintbrush,p|ai|n|t|b|r|u|sh,/p/|/eɪ/|/n/|/t/|/b/|/r/|待复核|/ʃ/,letter:p|grapheme:ai|letter:n|letter:t|letter:b|letter:r|letter:u|grapheme:sh,needs_review,low,含多音字母或多音字母组合，需教研确认
painter,painter,p|ai|n|t|er,/p/|/eɪ/|/n/|/t/|/ə/,letter:p|grapheme:ai|letter:n|letter:t|grapheme:er,candidate,medium,规则候选，需抽检后改为 reviewed
painting,painting,p|ai|n|t|i|ng,/p/|/eɪ/|/n/|/t/|待复核|/ŋ/,letter:p|grapheme:ai|letter:n|letter:t|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
pal,pal,p|a|l,/p/|待复核|/l/,letter:p|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
palace,palace,p|a|l|a|c|e,/p/|待复核|/l/|待复核|待复核|silent,letter:p|letter:a|letter:l|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Palawan Beach,palawanbeach,p|a|l|a|w|a|n|b|ea|ch,/p/|待复核|/l/|待复核|/w/|待复核|/n/|/b/|待复核|/tʃ/,letter:p|letter:a|letter:l|letter:a|letter:w|letter:a|letter:n|letter:b|grapheme:ea|grapheme:ch,needs_review,low,含多音字母或多音字母组合，需教研确认
pale,pale,p|a|l|e,/p/|待复核|/l/|silent,letter:p|letter:a|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
palle,palle,p|a|l|l|e,/p/|待复核|/l/|/l/|silent,letter:p|letter:a|letter:l|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
palm,palm,p|a|l|m,/p/|待复核|/l/|/m/,letter:p|letter:a|letter:l|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
pan,pan,p|a|n,/p/|待复核|/n/,letter:p|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pancake,pancake,p|a|n|c|a|k|e,/p/|待复核|/n/|待复核|待复核|/k/|silent,letter:p|letter:a|letter:n|letter:c|letter:a|letter:k|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
panic,panic,p|a|n|i|c,/p/|待复核|/n/|待复核|待复核,letter:p|letter:a|letter:n|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
paper,paper,p|a|p|er,/p/|待复核|/p/|/ə/,letter:p|letter:a|letter:p|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
paper-cut,papercut,p|a|p|er|c|u|t,/p/|待复核|/p/|/ə/|待复核|待复核|/t/,letter:p|letter:a|letter:p|grapheme:er|letter:c|letter:u|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
Paper cutting,papercutting,p|a|p|er|c|u|t|t|i|ng,/p/|待复核|/p/|/ə/|待复核|待复核|/t/|/t/|待复核|/ŋ/,letter:p|letter:a|letter:p|grapheme:er|letter:c|letter:u|letter:t|letter:t|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
parade,parade,p|ar|a|d|e,/p/|/ɑː/|待复核|/d/|silent,letter:p|grapheme:ar|letter:a|letter:d|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
paragraph,paragraph,p|ar|a|g|r|a|ph,/p/|/ɑː/|待复核|待复核|/r/|待复核|/f/,letter:p|grapheme:ar|letter:a|letter:g|letter:r|letter:a|grapheme:ph,needs_review,low,含多音字母或多音字母组合，需教研确认
parallel,parallel,p|ar|a|l|l|e|l,/p/|/ɑː/|待复核|/l/|/l/|待复核|/l/,letter:p|grapheme:ar|letter:a|letter:l|letter:l|letter:e|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
parallelogram,parallelogram,p|ar|a|l|l|e|l|o|g|r|a|m,/p/|/ɑː/|待复核|/l/|/l/|待复核|/l/|待复核|待复核|/r/|待复核|/m/,letter:p|grapheme:ar|letter:a|letter:l|letter:l|letter:e|letter:l|letter:o|letter:g|letter:r|letter:a|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
parallel universes,paralleluniverses,p|ar|a|l|l|e|l|u|n|i|v|er|s|e|s,/p/|/ɑː/|待复核|/l/|/l/|待复核|/l/|待复核|/n/|待复核|/v/|/ə/|待复核|待复核|待复核,letter:p|grapheme:ar|letter:a|letter:l|letter:l|letter:e|letter:l|letter:u|letter:n|letter:i|letter:v|grapheme:er|letter:s|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
paratrooper,paratrooper,p|ar|a|t|r|oo|p|er,/p/|/ɑː/|待复核|/t/|/r/|待复核|/p/|/ə/,letter:p|grapheme:ar|letter:a|letter:t|letter:r|grapheme:oo|letter:p|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
pardon,pardon,p|ar|d|o|n,/p/|/ɑː/|/d/|待复核|/n/,letter:p|grapheme:ar|letter:d|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pardon me,pardonme,p|ar|d|o|n|m|e,/p/|/ɑː/|/d/|待复核|/n/|/m/|silent,letter:p|grapheme:ar|letter:d|letter:o|letter:n|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
parent,parent,p|are|n|t,/p/|/eə/|/n/|/t/,letter:p|grapheme:are|letter:n|letter:t,candidate,medium,规则候选，需抽检后改为 reviewed
Paris,paris,p|ar|i|s,/p/|/ɑː/|待复核|待复核,letter:p|grapheme:ar|letter:i|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
park,park,p|ar|k,/p/|/ɑː/|/k/,letter:p|grapheme:ar|letter:k,candidate,medium,规则候选，需抽检后改为 reviewed
parkinglot,parkinglot,p|ar|k|i|ng|l|o|t,/p/|/ɑː/|/k/|待复核|/ŋ/|/l/|待复核|/t/,letter:p|grapheme:ar|letter:k|letter:i|grapheme:ng|letter:l|letter:o|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
parrot,parrot,p|ar|r|o|t,/p/|/ɑː/|/r/|待复核|/t/,letter:p|grapheme:ar|letter:r|letter:o|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
part,part,p|ar|t,/p/|/ɑː/|/t/,letter:p|grapheme:ar|letter:t,candidate,medium,规则候选，需抽检后改为 reviewed
particular,particular,p|ar|t|i|c|u|l|ar,/p/|/ɑː/|/t/|待复核|待复核|待复核|/l/|/ɑː/,letter:p|grapheme:ar|letter:t|letter:i|letter:c|letter:u|letter:l|grapheme:ar,needs_review,low,含多音字母或多音字母组合，需教研确认
partner,partner,p|ar|t|n|er,/p/|/ɑː/|/t/|/n/|/ə/,letter:p|grapheme:ar|letter:t|letter:n|grapheme:er,candidate,medium,规则候选，需抽检后改为 reviewed
part-time,parttime,p|ar|t|t|i|m|e,/p/|/ɑː/|/t/|/t/|待复核|/m/|silent,letter:p|grapheme:ar|letter:t|letter:t|letter:i|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pass,pass,p|a|s|s,/p/|待复核|待复核|待复核,letter:p|letter:a|letter:s|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
passage,passage,p|a|s|s|a|g|e,/p/|待复核|待复核|待复核|待复核|待复核|silent,letter:p|letter:a|letter:s|letter:s|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pass along,passalong,p|a|s|s|a|l|o|ng,/p/|待复核|待复核|待复核|待复核|/l/|待复核|/ŋ/,letter:p|letter:a|letter:s|letter:s|letter:a|letter:l|letter:o|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
pass away,passaway,p|a|s|s|a|w|ay,/p/|待复核|待复核|待复核|待复核|/w/|/eɪ/,letter:p|letter:a|letter:s|letter:s|letter:a|letter:w|grapheme:ay,needs_review,low,含多音字母或多音字母组合，需教研确认
pass by,passby,p|a|s|s|b|y,/p/|待复核|待复核|待复核|/b/|待复核,letter:p|letter:a|letter:s|letter:s|letter:b|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
passenger,passenger,p|a|s|s|e|ng|er,/p/|待复核|待复核|待复核|待复核|/ŋ/|/ə/,letter:p|letter:a|letter:s|letter:s|letter:e|grapheme:ng|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
pass on,passon,p|a|s|s|o|n,/p/|待复核|待复核|待复核|待复核|/n/,letter:p|letter:a|letter:s|letter:s|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pass out,passout,p|a|s|s|ou|t,/p/|待复核|待复核|待复核|待复核|/t/,letter:p|letter:a|letter:s|letter:s|grapheme:ou|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
